name,lat,lon,住所,URL,備考
谷川小学校（グラウンド）,34.72824248,137.478957,愛知県豊橋市中原町字東ノ谷1-3
小浜公園,34.73958573,137.3715456,愛知県豊橋市中浜町
藤ノ花女子高等学校第二体育館,34.75961063,137.4139502,愛知県豊橋市仲ノ町14
藤ノ花女子高等学校第二体育館（グラウンド）,34.759986,137.414248,愛知県豊橋市仲ノ町14
半ノ木公園,34.78100876,137.4314478,愛知県豊橋市忠興3
柱七番町公園,34.74610772,137.3762452,愛知県豊橋市柱七番町
柱第二公園,34.74428418,137.3790944,愛知県豊橋市柱八番町
オーギヤＷＯ立体駐車場,34.74296175,137.3687629,愛知県豊橋市潮崎町24-9
タイキ藤沢店立体駐車場,34.74400337,137.3685554,愛知県豊橋市潮崎町48-1
愛知大学,34.74117939,137.3870267,愛知県豊橋市町畑町1-1
愛知大学（グラウンド）,34.7427472,137.3877455,愛知県豊橋市町畑町1-1
天伯第二公園,34.71325812,137.418647,愛知県豊橋市天伯町
天伯第一公園,34.71526727,137.4167057,愛知県豊橋市天伯町
天伯小学校（グラウンド）,34.71144976,137.4128394,愛知県豊橋市天伯町字高田山136-1
天伯小学校,34.71198547,137.4127863,愛知県豊橋市天伯町字高田山136-1
天伯校区市民館,34.71246,137.413333,愛知県豊橋市天伯町字高田山137-1
北郷中公園,34.75869999,137.4307151,愛知県豊橋市東岩田1
九ツ橋公園,34.75599051,137.4334322,愛知県豊橋市東岩田2
萬口公園,34.75240239,137.4299989,愛知県豊橋市東岩田3
東郷公園,34.76725625,137.4104347,愛知県豊橋市東郷町
豊橋高等学校,34.76690783,137.410346,愛知県豊橋市東郷町43-1
豊橋高等学校（グラウンド）,34.76634523,137.4099598,愛知県豊橋市東郷町43-1
東光公園,34.76299827,137.4206672,愛知県豊橋市東光町
東幸公園,34.73281552,137.4168081,愛知県豊橋市東幸町
蝉川公園,34.76550404,137.4282935,愛知県豊橋市東小鷹野1
中沢公園,34.76950585,137.4296459,愛知県豊橋市東小鷹野3
野川公園,34.77339754,137.4299851,愛知県豊橋市東小鷹野4
